0,1,2
痔疮 便秘 治疗 马应龙痔疮膏 治疗 维生素,痔疮 肛裂 便秘 治疗 槐角丸 治疗 维生素,1
心律平,宫颈 糜烂 医院 治疗 盆浴 外阴 愈合 阴道 愈合,0
糖尿病 空腹 血糖 临床 糖尿病 空腹 血糖 诊断 血糖 血糖 糖尿病 糖尿病 医院 血糖 诊断,糖尿病 诊断 空腹 血糖 血糖 空腹 血糖 糖尿病 诊断 糖尿病 检查 治疗 化验,1
颈椎病 检查 颈椎 治疗 疗法 治疗 理疗 推拿 按摩 治疗,便秘 胎儿 晚期 妊娠 胎儿 乙状结肠 便秘,0
症状 肛裂 痔疮 医院 肛肠科 检查 诊断 排便 便秘 肛门 卫生 肛门 感染,排便 排便 卫生 排便 肠道 排便 痔疮 肛门 皮肤,1
尿路感染 阴道炎 医院 尿常规 化验 白带 检查,畸形,0
月经 检查,荨麻疹 荨麻疹 氯雷他定 防风通圣丸 治疗,0
头癣 真菌感染 治疗 病变 硝酸咪康唑 乳膏 复方 酮康唑乳膏 瘙痒 传染性 碘伏 消毒,头癣 真菌感染 治疗 病变 硝酸咪康唑 乳膏 复方 酮康唑乳膏 瘙痒 传染性 碘伏 消毒,1
腰痛 症状 医院 检查 腰椎 骨质 增生 坐骨神经痛 理疗 推拿 按摩 治疗 腰肌劳损,感冒 咳嗽痰多 治疗,0
胎儿,脾虚 失调,0
治疗,治疗,1
呼吸,痛经 疼痛 不适 原发性 继发性 妇科 临床 检查 盆腔 器官 原发性 痛经 痛经 继发性痛经 生殖 器官 病变 子宫内膜 肿瘤 痛经 治疗 缓解 医院 检查 痛经,0
监护 羊水过少,癌症 疾病 患者 症状 晚期 治疗 治疗 中医 治疗 解毒 患者 症状 脏腑 患者,0
怀孕,肌肉 下肢 发作 症状 唾液 吞咽,0
避孕 月经 怀孕 月经 检查 阳性 怀孕 医院 检查 检查 怀孕,怀孕 月经 医院 检查 怀孕 早孕 医院 检查 检查 治疗,1
中药学 药物 临床 临床 人体,便秘 排便 维生素 纤维素 消化,0
医院 检查 胎儿 怀孕 怀孕 营养 叶酸 微量元素,怀孕 胎儿 发育 叶酸 肝脏 叶酸 肝脏,1
高危 羊水 羊水,阴虚 五心烦热 中医科 检查 诊断 六味地黄丸 治疗,0
症状 麻木 疼痛 小针刀治疗 治疗,胎儿 发育 营养,0
患者 肝硬化 患者 蛋白质 蛋白质 患者 口服 消化 吸收 氨基酸 血浆,放射线 放射线,0
坐骨神经痛 检查 营养神经 药物 非甾体抗炎药 治疗 中药 治疗,羊水 胎儿 缺氧 胎儿 缺氧,0
痛风 治疗 治疗 骨髓 嘌呤 嘌呤 嘌呤 肾脏 药物 药物 消炎痛 布洛芬 缓解 关节 疼痛 症状,羊水 胎儿 缺氧 胎儿 缺氧,0
疾病 发育 整形科,感冒 鼻塞 鼻涕 症状 感冒 治疗 口服 罗红霉素 颗粒剂 小儿氨酚黄那敏颗粒,0
染色体 流产 流产 流产 流产 怀孕 叶酸 流产 胎儿 染色体 流产 染色体,中医,0
病毒 感染 抗生素 口服 清开灵,排卵 月经 排卵 排卵 怀孕,0
低钙血症 肢体 抽搐 肢体 抽搐 化验 血液 低钙血症 肢体 抽搐 治疗,皮疹 痤疮,0
针灸 按摩 刮痧 芬必得 缓解 症状,肝脏,0
阳痿 早泄 中医 治疗 右归丸 金锁固精丸 治疗 肾脏,怀孕,0
痔疮 便秘 治疗 马应龙痔疮膏 治疗 维生素,痔疮 便秘 治疗 治疗 维生素 手术 治疗,1
心衰 心脏 内科 药物 治疗,检查 洗液 卫生,0
麻木 不适 疼痛 腰椎 神经 CT 检查 腰椎 诊断 医院 理疗 治疗 药物 治疗,临床 疾患 临床 疼痛 下肢 放射痛 下肢 麻木 诊断 治疗 口服 中药 理疗 针灸 按摩 手术 治疗,1
鼻腔 鼻腔 鼻涕 鼻腔 鼻涕 婴儿 鼻涕 口腔,腰椎 椎间盘 理疗 中药 治疗 手术 治疗 治疗,0
症状 脑炎,鲜竹沥 口服,0
骨折 关节 恢复 关节 恢复 恢复,月经 白带 精液,0
阳虚 金匮肾气丸 右归丸 治疗 肾脏,免疫系统 并发症,0
感冒,痔疮 直肠 静脉丛 淤血 静脉丛 扩张 静脉 症状 便血 疼痛 肛门 治疗 药物 治疗 阴道 出血 宫颈 病变 慢性 宫颈炎 妇科 检查,0
阴道毛滴虫病 感染 人体 肠道 口腔 疾病 滴虫性阴道炎 症状 外阴 瘙痒 阴道 阴道 治疗 治疗 治疗 消炎 治疗 外阴 检查 治疗 治愈 月经 阴道,阴道炎 检查 白带 病因 治疗 阴道炎 药物 治疗 传染 疾病 治疗,1
腰椎 患者 疼痛 下肢 疼痛 患者 症状 疼痛 部位,排卵 月经 卵子 卵巢 受精 精子 受精 卵子 排卵 排卵,0
怀孕 医院 检查 怀孕,月经 妊娠 早孕 症状 月经 怀孕 医院 检查 怀孕,1
便秘 便秘 治疗 便秘 药物 治疗 便秘,胎儿 怀孕,0
痔疮 肛裂 痔疮 肛肠科 症状 手术 治疗 手术 复发,痔疮 直肠 肛管 静脉丛 淤血 静脉丛 扩张 静脉 药物 治疗 口服 左氧氟沙星 甲硝唑 安络血 槐角丸 手术 治疗 手术 治疗 复发,1
疾病 发育 整形科,支气管炎 扁桃体 咽喉炎 睡眠 咳嗽 呼吸 阿莫西林 罗红霉素 治疗 甘草片 化痰 治疗,0
怀孕 早孕,包皮 包皮 部位 淋巴组织 恢复 卫生 水肿,0
痔疮 治疗 消化 肛管 痔疮栓 痔疮膏 注射 治疗 治疗 治疗 手术 治疗,痔疮 治疗 消化 肛管 痔疮栓 痔疮膏 注射 治疗 治疗 治疗 手术 治疗 治疗 口干,1
针灸 按摩 刮痧 芬必得 缓解 症状,中药 理疗 消炎 止痛 药物 针灸 按摩 治疗,1
内痔 肛门 肛管 皮肤 粘膜 静脉丛 曲张 血液 缺血 坏死 治愈,怀孕 感冒,0
痔疮 便秘 槐角丸 治疗 手术 治疗,痔疮 肛裂 便秘 治疗 槐角丸 治疗 维生素,1
羊水 胎儿 缺氧 胎儿 缺氧,医院,0
孕妇 胎儿 发育 孕妇 胎儿 孕妇 胎儿 骨骼,流泪 丛集性头痛 消炎痛 治疗 医院 神经 内科 检查 治疗,0
中药 咳嗽 支气管炎 支气管 肺炎 中药 治疗,损伤 肾脏 B超 CT 腰痛 结石 损伤 椎间盘 病变 医院 检查 腰椎 骨质 增生,0
非处方药,孕妇 免疫力 胎儿,0
怀孕,黏膜 肿瘤 细胞 内胚层 病理学 治疗 外科 手术 治疗 结肠镜 治疗 药物 治疗 放射 治疗,0
荨麻疹 皮肤病 皮肤 粘膜 疾病 病因 感染 药物 氯苯那敏 治疗,检查 营养,0
痔疮 肛肠科 症状 手术 治疗,怀孕 早孕,0
怀孕 胎儿 发育,痔疮 手术 治疗 治疗 根治 痔疮膏 痔疮栓 症状 手术 根治,0
检查 胎儿 发育 卫生 叶酸 摄取 胎儿 发育,药物 溃疡 红肿 疼痛,0
皮炎 症状 治疗,胎儿 体重 双顶径 妊娠期,0
桂枝茯苓胶囊 脾胃,皮肤 发热 疫苗,0
疾病 疾病 前列腺炎 遗精 早泄 阳痿 不育,疾病 疾病 前列腺炎 遗精 早泄 阳痿 不育,1
月经 月经 内分泌 失调 医院 病因 治疗 治疗 月经 检查 B超 性激素 病因 治疗 调经 中药,咳嗽 疫苗,0
皮疹 痤疮,分娩 抵抗力 感染 治疗 营养 恢复,0
便秘 便秘 排便 按摩,怀孕 胎儿,0
症状 神经末梢 治疗 当归 茯苓 丹参,检查 羊水 羊水 羊水 羊水 检查 羊水 羊水 羊水,0
消化,银杏叶片 医院 颈椎 CT 检查 治疗,0
萎缩纹 按摩 淋浴 体温 皮肤 弹性 营养 体重 激光 治疗,高血压 糖尿病 动脉硬化,0
怀孕,体内 皮肤 病状 体内 内分泌 失调 免疫 体外 血液 免疫 部位 抑制 根治 中医 体内 治愈 治愈,0
便秘,疼痛 药物 口服 预防 感染 骨折 愈合,0
中医 中气下陷 症状 补中益气丸,排卵 月经 排卵 排卵 怀孕,0
白血病 血常规 检查 治疗 骨髓 移植 骨髓 移植 手术 白血病 治疗,分娩,0
心肌,检查 洗液 卫生,0
痔疮 疾病 治疗 治愈 治疗 消化 医院 医院 诊疗 卫生 维生素 医院,血压 低压 高压,0
皮肤 过敏 皮肤病 口服 药物 乳膏,骨折,0
支气管炎 呼吸道 感染 医院 检查 口服 抗生素 糖浆 口服 治疗,感冒 口服 罗红霉素 口服 感冒 抗病毒口服液 消化 感冒,1
畸形,细菌 感染 发热 鼻塞 流涕 咳嗽 咳痰 治疗 口服 阿莫西林 化痰 药物,0
月经 月经,肺实变 肋骨 骨折 肺实变 治疗 治疗,0
麻木 祛风 活血 药物,怀孕 早孕,0
怀孕,患者 检查 泌尿系 阑尾炎 血常规 阑尾 检查 疾病 诊断 阑尾炎 手术 治疗,0
营养,足癣 症状 水疱 脱皮 皮肤 糜烂 皮肤 开裂 感染 化脓 红肿 疼痛 康复 传染 手癣 真菌 甲癣 手足癣 治愈 皮肤病 手足癣 皮肤 传染病 卫生,0
症状 脑炎,月经 月经 排卵,0
胎儿,体内 疾病 口服 症状 医院 检查,0
低盐饮食 脂肪 波依定 寿比山 口服 血压 降压 治疗,慢性病 脑卒中 心力衰竭 慢性肾脏病 并发症 低盐饮食 脂肪 波依定 硝苯地平缓释片 口服 血压,1
药物 副反应,包皮 水肿 水肿 消退 淋巴 消退 预防 感染 水肿,0
痔疮 直肠 静脉丛 淤血 静脉丛 扩张 静脉 症状 便血 疼痛 肛门 治疗 药物 治疗 阴道 出血 宫颈 病变 慢性 宫颈炎 妇科 检查,外痔 内痔 脱出 粘膜 脱出 便血 医院 肛门,1
头皮 毛囊 按摩 头皮,便秘,0
猕猴桃,带状疱疹 病毒 脊髓 抵抗力 感染 感冒 发烧 病毒 神经纤维 皮肤 神经 皮肤 炎症 皮疹 神经 疱疹 疼痛 神经痛 医学 带状疱疹 带状疱疹 患者 治疗 体内 病毒 病毒 体外 后遗症 治疗 病毒,0
高压 低压 高血压,乳头 发育 症状 药物 治疗 手术 治疗 乳头 治疗,0
心脏病 冠状动脉 病变 疗法 细辛 乳香 没药 冰片,婴儿,0
特异性 汗腺 分泌 交感神经 交感神经 中医 治疗 根治 治疗,伤口 缝合,0
痔疮 便血 症状 槐角丸 痔疮膏 治疗 医院 检查 治疗,怀孕,0
治疗 复发 治疗,血压 高压 低压,0
精神,痔疮 痔疮 肛门 粘膜 静脉丛 曲张 便血 疼痛 排便 肛门 瘙痒 便秘 症状 手术 治疗 激光 手术,0
骨折,便秘,0
月经 卫生,巨细胞病毒 感染 黄疸 损害 巨细胞病毒 阳性 感染,0
便秘 治疗 治疗 便秘 症状 排便,骨折,0
痔疮 治疗 便秘 肠道,肛肠科 痔疮 症状,1
孕妇 感冒 喷嚏 流涕 咳嗽 症状,手术 矫正 关节 关节 畸形 治疗 手术 创伤 手术 医院 检查 手术,0
羊水 混浊 胎粪 胎儿 缺氧 胎儿 胎粪 吸入性肺炎 胎儿 发育 妊娠,中医 药物 针灸 治疗,0
上皮细胞 胃癌 肉瘤 平滑肌肉瘤 纤维肉瘤,感冒,0
怀孕 孕妇 胎儿 孕妇 贫血 胎儿 贫血 胎儿 早产 缺氧 贫血 感染,康复 康复 治疗 治疗,0
痛经 疼痛 不适 原发性 继发性 妇科 临床 检查 盆腔 器官 原发性 痛经 痛经 继发性痛经 生殖 器官 病变 子宫内膜 肿瘤 痛经 治疗 缓解 医院 检查 痛经,羊水 胎儿 缺氧 胎儿 缺氧,0
排卵 月经 排卵 排卵 怀孕,感冒 症状 中医 外感 正柴胡饮颗粒,0
医院,排卵 月经 排卵 排卵 怀孕,0
发烧 病因 肺炎 传染病 发烧 症状 病毒 感染 发热 发烧,阳痿 早泄 中医 治疗 右归丸 金锁固精丸 治疗 肾脏,0
骨折 手术 骨不愈合 皮质 骨片,怀孕,0
怀孕 医院 检查 怀孕,早孕 检测 月经 医院 检查 检查 怀孕,1
胎儿 怀孕,肛裂 痔疮 医疗 检查 疾病 治疗,0
病人 放射 手术 监测 器官 治疗 器官 敏感性 剂量,病人 放射 手术 监测 器官 治疗 器官 敏感性 剂量,1
粘膜 皮肤,落枕 颈椎病 医院 检查 落枕 落枕 治疗 针灸 药物 热敷,0
痛经 疼痛 不适 原发性 继发性 妇科 临床 检查 盆腔 器官 原发性 痛经 痛经 继发性痛经 生殖 器官 病变 子宫内膜 肿瘤 痛经 治疗 缓解 医院 检查 痛经,血糖 空腹 血糖 正常值 血糖,0
外痔 肛门 疼痛 不规则 外痔 排便,排便 排便 卫生 排便 肠道 排便 痔疮 肛门 皮肤,1
口臭 症状 口臭 体内 毒素 治疗 消炎 抗菌 清热解毒 治疗,怀孕,0
痔疮 直肠 静脉丛 淤血 症状 便血 疼痛 肛门 治疗 口服 左氧氟沙星 甲硝唑 槐角丸 手术 治疗 手术 治疗 复发,痔疮 痔疮 药物 治疗 手术 治疗,1
脱皮 瘙痒 达克宁 药物 克霉唑 乳膏 预防 维生素片,高血压 糖尿病 动脉硬化,0
高血压 治疗 口服 治疗 口服 硝苯地平缓释片 依那普利 治疗,月经 月经 感染 月经,0
遗传性 脱发 治疗 四君子汤 中药 中药 蔓荆子 川芎 白芷 细辛,心律平,0
五心烦热 盗汗 症状 发热 阴虚 症状 肝开窍于目 滋补肝肾 治疗 子代,排卵 月经 排卵 排卵 怀孕,0
月经 精神 月经 月经 怀孕 月经 月经 医院 检查 内分泌 乌鸡白凤丸 药物 月经 排卵 避孕 避孕套 避孕,月经 内分泌 失调 避孕药 口服 乌鸡白凤丸 月经 口服 乌鸡白凤丸 月经 月经,1
脾虚 失调,阴茎 丘疹 阴茎 丘疹 良性 消退 传染性 预防 卫生 激光 疗法 疗法 损伤,0
妊娠 糖尿病 胰岛素 血糖 高血糖 发育 血糖,血糖 诊断 糖尿病 怀孕 怀孕 胰岛素 药物 怀孕,1
产后 月经 月经 失调,肝脏,0
检查 癌症 胃癌 手术 治疗 中医 中医 治疗,羊水 胎儿 缺氧 胎儿 缺氧,0
发烧,痔疮 直肠 静脉丛 淤血 症状 便血 疼痛 肛门 治疗 口服 左氧氟沙星 甲硝唑 槐角丸 手术 治疗 手术 治疗 复发,0
痔疮 排便,痔疮 治疗 排便 消化 肛管 痔疮膏 痔疮栓 手术 治疗,1
精神,腹泻 消化 消化 妈咪爱,0
贫血 厌食 恶心 头晕 乏力 检查 血常规 红细胞 血红蛋白 口服,治疗,0
咳嗽 疫苗,贫血 缺铁性贫血 正常值 摄取 肝脏 吸收 黑芝麻,0
过敏性哮喘 患者 过敏 患者 鼻涕 流泪 症状,胎儿 检查 胎儿,0
痔疮 便秘 治疗 马应龙痔疮膏 治疗 维生素,马应龙痔疮膏 治疗 治疗,1
痔疮 遗传性 痔疮 出血 出血 出血 便秘 出血 诱因 脱出 脱出 肛门 肛门 痔疮 手术 缓解 便秘 痔疮 手术,痔疮 痔疮 肛门 粘膜 静脉丛 曲张 便血 疼痛 排便 肛门 瘙痒 便秘 症状 手术 治疗 激光 手术,1
婴儿,萎缩纹 按摩 淋浴 体温 皮肤 弹性 营养 体重 激光 治疗,0
医院 妇科 检查 炎症 治疗 月经,空腹 血糖,0
便秘 便秘 治疗 便秘 药物 治疗 便秘,手术 医院,0
患者,怀孕 胃酸 分泌 胃肠道 平滑肌 腹壁 肌肉 大肠 吸收 孕妇 便秘,0
高危 羊水 羊水,便秘,0
临床 口服 中药,巨细胞病毒 感染 黄疸 损害 巨细胞病毒 阳性 感染,0
妇科 炎症 白带 检查 炎症 阴道,阴道炎 白带 阴道炎 怀孕 症状 消毒 消毒液 细菌 治疗,1
大脑,阴道炎 病因 阴道炎 生殖 器官 炎症 阴道 炎症 阴道 精子 成活 精子 宫颈 精子 阴道炎 怀孕 阴道炎 怀孕 激素 阴道炎 滴虫性阴道炎 精子 滴虫 精子 精子 精子,0
精神,月经 怀孕 怀孕 避孕套 怀孕 月经,0
内分泌 失调 避孕药 妇科 炎症 医院 检查 内分泌 尿常规 阴道 宫颈刮片 病因 治疗 体质,月经 失调 内分泌 失调 炎症 激素 B超 检查 治疗,1
晚孕,痔疮 肛裂 内痔 肛裂 外痔 痔疮 肛裂 湿润烧伤膏 医院 治疗,0
血压 高压 低压,乳腺 增生 良性 病变,0
染色体 治疗,小肠 消化 吸收 消化 吸收 小肠 消化 吸收 结肠 生理,0
癌症 复发 医院 检查 治疗,脾虚 失调,0
痔疮 症状 瘙痒 便血 疼痛 内痔 外痔 混合痔 肛门 直肠 肛门 粘膜 静脉丛 曲张 慢性 疾病 痔疮 消化 肛管 痔疮栓 痔疮膏 注射 治疗 治疗 治疗 手术 治疗,怀孕 痔疮 痔疮 疾病 妊娠 胎儿 静脉 静脉 静脉 静脉 扩张 痔疮 排便 出血 外痔 疼痛 肛门 肿物 中药 出血 医院 注射 手术 治疗,1
脂肪肝 脂肪,治疗 治疗 手术 治疗 治疗 患者 治疗 中药 治疗 软骨 治疗 手术 治疗 治疗,0
怀孕 感冒,骨折 移位 手术 复位 骨折,0
咳嗽 疫苗,月经 排卵 阴茎,0
支气管炎 呼吸道 感染 医院 检查 口服 抗生素 糖浆 口服 治疗,感冒 鼻塞 鼻涕 症状 感冒 治疗 口服 罗红霉素 颗粒剂 小儿氨酚黄那敏颗粒,1
血压 高压 低压,损伤 肾脏 B超 CT 腰痛 结石 损伤 椎间盘 病变 医院 检查 腰椎 骨质 增生,0
晚期 症状,放射线 放射线,0
便秘 便秘 排便 按摩,人体 胎儿 畸形,0
疾病 疾病 患者 免疫力 营养 机能 治疗 白癜风 治疗 治疗 患者 治疗,胎儿,0
鼻部 外鼻 鼻部 手术 医疗,怀孕,0
软组织 损伤 中药 按摩 理疗 药物 治疗,羊水 胎儿 缺氧 胎儿 缺氧,0
卵巢 囊肿 排卵 子宫 宫颈 炎症 病变 妇科 炎症 检查 月经 检查 内分泌,怀孕 月经 检查 早孕 月经 精神 妇科 炎症 内分泌 紊乱 月经 医院 激素 治疗,1
治疗 视力 散光 视力 疲劳 矫正 矫正 矫正 矫正,湿疹,0
流感疫苗 免疫力,月经 月经,0
感冒 伤风 鼻病毒 鼻病毒 头痛 不适 畏寒 低热 结膜 鼻塞 流涕 咳嗽 病程 中耳炎 慢性 支气管炎 气喘 急性 发作 治疗 发热 头痛,发烧 临床 体温 酸痛 发烧 感冒 发烧 疾病 医院 发烧 症状 发烧 疾病,1
肛裂 痔疮 痔疮 肛肠科 症状 手术 治疗,痔疮 便秘 槐角丸 治疗 手术 治疗,1
骨折 关节 恢复 关节 恢复 恢复,血糖 诊断 妊娠期 糖尿病 空腹 血糖 血糖 血糖 化验 血糖 空腹 血糖,0
药物 副反应,尿道下裂 泌尿系 感染 卫生 医院 检查 手术,0
遗传性 脱发 治疗 四君子汤 中药 中药 蔓荆子 川芎 白芷 细辛,怀孕,0
头晕 体温 疼痛 尿频 症状 怀孕 月经 症状 医院 检查,早孕 头痛 恶心 疾病 症状 月经 怀孕 检测 怀孕 避孕,1
手术 治疗 治疗 痔疮 治疗 痔疮 便秘 痔疮,痔疮 痔疮 药物 治疗 手术 治疗,1
出血 痔疮 肛裂 便秘 治疗 槐角丸 治疗 维生素,呼吸,0
便秘,安神补脑液 七叶神安片 治疗 抵抗力,0
癫痫 一次性 发作 病人 脑电图 癫痫 发作 一次性 抽搐 意识 临床 发作 治疗 癫痫 患者 治疗 癫痫 癫痫 发作 癫痫 癫痫 患者 诊断 治疗 治疗 损伤 复发,排卵 月经 排卵 排卵 怀孕,0
症状 皮肤 低热 心率 心脏 心力衰竭 收缩压 舒张压 腹泻 失眠 病人 疲劳,月经 月经,0
小三阳 小三阳 治疗 治疗,哺乳期 发育,0
发热 咳嗽 症状 感染 治疗 布洛芬 口服 退热,侧脑室 正常值 生理 畸形,0
便秘,注射,0
检查 疾病 疾病 症状 六味地黄丸 化验 检查,检查 疾病 疾病 症状 六味地黄丸 化验 检查,1
精神科 临床 治疗 治疗,剖宫产 分娩 胎儿 窒息,0
营养,淋巴结 炎症 检查 检查 疼痛,0
痔疮 肛裂 便秘 治疗 槐角丸 治疗 维生素,内痔 扩张 直肠 出血 排便 出血 口服 槐角丸 治疗 手术 治疗,1
中医,咳嗽 呼吸道 小静脉 毛细血管 感冒 咳嗽 损伤 血管 肺结核 肿瘤,0
药物,羊水 混浊 胎粪 胎儿 缺氧 胎儿 胎粪 吸入性肺炎 胎儿 发育 妊娠,0
粘膜 皮肤,肾癌 治疗 手术 中医 生物 治疗 肾癌 晚期 治疗 患者 治疗 治疗,0
良性 病变 良性肿瘤 病变,川芎 当归 细辛 蜈蚣 白芷 防风 丹参 黄芪 三七 炙甘草,0
耳鸣 盗汗 脱发 阳虚 药物 金匮肾气丸 右归丸 黑芝麻 药物 左归丸 六味地黄丸,便秘 胎儿 晚期 妊娠 胎儿 乙状结肠 便秘,0
感冒,高血压 治疗 口服 治疗 口服 硝苯地平缓释片 依那普利 治疗,0
胃胀 胃炎 胃溃疡 十二指肠炎 溃疡 肿瘤 治疗 检查 胃镜,分娩,0
怀孕 胎儿,怀孕,1
胎儿 胎儿 胎位,积热 口臭 症状 症状 中药 舒肝健胃丸 口服 中药,0
皮肤 祛痘 皮肤,监护 羊水过少,0
遗传病 治疗 输血,痤疮 红斑 丘疹 疾病,0
排卵 月经 排卵 排卵 怀孕,症状 急性 皮肤 过敏 症状 治疗 治疗 治疗 卫生,0
治疗 恢复,治疗 恢复,1
阳虚 金匮肾气丸 右归丸 治疗 肾脏,接触 感冒,0
胎儿,患者 感冒 急性 患者 药物 藿香正气胶囊,0
孕妇 免疫力 胎儿,治疗 尿路梗阻 疼痛 症状 输尿管 松解 手术 治疗,0
怀孕,痔疮 症状 瘙痒 便血 疼痛 内痔 外痔 混合痔 肛门 直肠 肛门 粘膜 静脉丛 曲张 慢性 疾病 痔疮 消化 肛管 痔疮栓 痔疮膏 注射 治疗 治疗 治疗 手术 治疗,0
大脑,出血 疾病 宫颈 糜烂 宫颈 息肉 子宫粘膜下肌瘤 阴道炎 宫颈癌 出血 症状 出血 医院 检查,0
脾虚 失调,毛囊炎 皮脂腺 感染 口服 抗生素,0
新生儿,疾病 紊乱 视神经 中枢 肿瘤 视交叉 视神经 症状 医院 眼科 检查 疾病 检查 病因,0
怀孕 体外 射精 怀孕 阴茎 阴道 精液 阴道 射精 射精 阴茎 阴道 精液 阴道 精液 精子 怀孕,气胸 复发 复发,0
腰椎 椎管 疼痛 大腿 疼痛 下肢 麻木 不适 医院 骨科 检查 治疗 椎间盘 椎管狭窄 治疗 治疗,坐骨神经痛 腰椎 骨质 增生 坐骨神经痛,1
患者 感冒 咳嗽 青霉素 症状 咳嗽 发烧 肺炎 药物 细菌 敏感 肺结核 症状 肿瘤 医院 检查 诊断 治疗,脾虚 失调,0
损伤 肾脏 B超 CT 腰痛 结石 损伤 椎间盘 病变 医院 检查 腰椎 骨质 增生,婴儿,0
发育,手术 治疗 治疗 痔疮 治疗 痔疮 便秘 痔疮,0
精液 阴道 月经 排卵,康复 康复 治疗 治疗,0
感染 艾滋病 病毒 急性 病状 淋巴结 皮疹 盗汗 头痛 咳嗽 感冒 高危 症状 感染 艾滋病 低热 慢性 腹泻 体重 咳嗽 盗汗 感染 艾滋病 病毒 医院 卫生 防疫站 卫生 艾滋病 病毒 抗体 检测 感染 艾滋病 病毒 检查 艾滋病 病人 病人 检查,失调,0
皮炎 症状 治疗,胎儿 胎儿 胎儿 胎儿 发育,0
感冒 咳嗽痰多 治疗,分娩,0
发烧 病因 临床 感染性 感染性 感冒 病因 发热 病因 病因 体温 惊厥 体温 药物,叶酸 营养 维生素,0
怀孕,鸡胸 胸骨 畸形 发病率 畸形 肋骨 肋软骨 畸形 肋骨 畸形 后遗症 治疗 支具 矫正 畸形,0
月经 胎儿 发育 胎儿,高压 低压 高血压,0
大腿 针灸,糖尿病 诊断 空腹 血糖 血糖 空腹 血糖 糖尿病 诊断 糖尿病 检查 治疗 化验,0
空腹 血糖 监测 空腹 血糖 正常值 妊娠 糖尿病 尿糖 检测 血糖 糖尿病 空腹 血糖 尿糖,治疗,0
精神 患者 自杀 精神病 精神病 医院 诊治 精神病 药物 治疗 患者,医院 检查 妇科 疾病 乳腺 疾病,0
大脑,怀孕 怀孕 精子 卵子 怀孕 月经 怀孕 月经 怀孕 怀孕 怀孕,0
脾虚 失调,体内 疾病 口服 症状 医院 检查,0
椎间盘 劳损 变性 纤维环 髓核 脱出 脊髓 症状 治疗 按摩 针灸 理疗 中药 治疗 扭伤 疲劳,腰椎 骨折 损伤 失禁 挫伤 恢复 损伤 恢复 针灸 理疗 神经 恢复 药物,1
排便 排便 卫生 排便 肠道 排便 手术,症状 脑炎,0
痔疮 痔疮 便秘 手术 治疗,肾功能 发育,0
怀孕 怀孕 卫生 避孕 医院 检查 怀孕,怀孕 医院 检查 B超 检查 检查 监护 检查 医院 医院,1
骨折 骨折 畸形 愈合 手术 矫正 医院 骨折 骨折 愈合 手术 矫正,高危 羊水 羊水,0
治疗 康复 中医 中药 临床 中药 治疗 中药 体外 前列腺 康复 人体 内分泌 恢复,贫血 营养 营养 蛋白质,0
药物 治疗 中药 治疗,胎儿 剖宫产,0
孕妇 胎儿 胎儿 窒息,乳腺 增生 良性 病变,0
怀孕 孕妇 胎儿 孕妇 贫血 胎儿 贫血 胎儿 早产 缺氧 贫血 感染,怀孕 胎位 胎位 医院 监护 胎儿 缺氧 营养 贫血,1
猕猴桃,阴虚 阳虚 脾虚 阴虚 中医 中医 诊断 诊断,0
痔疮 直肠 肛管 静脉丛 淤血 静脉丛 扩张 静脉 治疗 马应龙痔疮膏 治疗 维生素,感冒,0
医院 治疗 睡眠,咳嗽 疫苗,0
癫痫 意识 强直 尿失禁 咬伤 痉挛 发作 发作 发作 患者 体质 感冒,排卵 月经 排卵 排卵 怀孕,0
阴虚 阳虚 脾虚 阴虚 中医 中医 诊断 诊断,患者,0
脂肪瘤 脂肪组织 良性肿瘤 部位 脂肪组织 临床 皮肤 治疗 脂肪瘤 中药 中药 猪苓 明党参 桑寄生 红豆蔻 桑白皮 杜仲 枸杞子 薏苡仁 地榆 白前 射干 当归 土鳖虫 青黛 肉桂 苦参 葫芦巴 赤芍 山豆根 远志 泽泻 治疗 脂肪瘤,怀孕,0
疲劳综合征 疾病 中医 中医 中药 按摩 治疗,咳嗽 疫苗,0
怀孕 胎儿 发育,混合痔 直肠 检查 手术 痔疮栓 治疗,0
营养,发烧 病因 临床 感染性 感染性 感冒 病因 发热 病因 病因 体温 惊厥 体温 药物,0
营养 体重,痔疮 检查 患者 诊治 肛门 直肠 手术 患者 检查 患者 检查 患者 检查 直肠 脱垂 脱出,0
颈椎病 检查 颈椎 治疗 疗法 治疗 理疗 推拿 按摩 治疗,颈椎病 检查 颈椎 治疗 疗法 治疗 理疗 推拿 按摩 治疗,1
足癣 症状 水疱 脱皮 皮肤 糜烂 皮肤 开裂 感染 化脓 红肿 疼痛 康复 传染 手癣 真菌 甲癣 手足癣 治愈 皮肤病 手足癣 皮肤 传染病 卫生,产前,0
怀孕,痔疮 痔疮 药物 治疗 手术 治疗,0
便秘,微量元素 治疗 临床,0
高危 羊水 羊水,腰椎 椎管 疼痛 大腿 疼痛 下肢 麻木 不适 医院 骨科 检查 治疗 椎间盘 椎管狭窄 治疗 治疗,0
踝关节 骨折 愈合,化验 甲状腺 腹泻,0
婴儿,颈椎 神经根 治疗 检查 诊断 中医 推拿 理疗 针灸 热敷 治疗,0
乳头 乳房 乳腺癌 症状 乳头 肿块 医院 检查 治疗,乳腺炎 肿块 增生 乳腺 疾病 卫生 治疗 医院 检查 治疗,1
